,address,hind,üldpind,ehitusaasta,rõdu,seisukord,tubade_arv,broker,linnaosa,terrass,maaküte,autnoomne küte,gaasiküte,kombineeritud küte,kamin,õhksoojuspump,põrandaküte,tahkekütus,keskküte,ahjuküte,elektriküte,energy_class_a,energy_class_b,energy_class_c,energy_class_d,energy_class_e,energy_class_f,energy_class_g,korrus,saun,bassein
9697,Kolde pst 72,98990,42.9,2018,1,A,1,Bonava Eesti OÜ,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0
9698,Kolde pst 72,142990,56.2,2018,1,A,2,Bonava Eesti OÜ,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0
9699,Kolde pst 72,102990,43.1,2018,1,A,1,Bonava Eesti OÜ,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,0
9700,Kolde pst 72,144190,55.6,2018,1,A,2,Bonava Eesti OÜ,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0
9701,Kolde pst 72,149190,57.4,2018,1,A,2,Bonava Eesti OÜ,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5,0,0
9702,Kolde pst 72,170190,69.9,2018,1,A,3,Bonava Eesti OÜ,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5,0,0
9703,Kolde pst 72,104190,44.3,2018,1,A,1,Bonava Eesti OÜ,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5,0,0
9704,Kolde pst 72,149190,55.4,2018,1,A,2,Bonava Eesti OÜ,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,6,0,0
9705,Kolde pst 72,102990,42.9,2018,1,A,1,Bonava Eesti OÜ,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0
9706,Kolde pst 72,144190,68.8,2018,1,A,3,Bonava Eesti OÜ,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
9707,Kolde pst 72,150190,54.3,2018,1,A,2,Bonava Eesti OÜ,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,6,0,0
9709,Kolde pst 72,105190,44.5,2018,1,A,1,Bonava Eesti OÜ,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,6,0,0
9769,Pelguranna 57,62000,29.9,1979,0,B,1,Raid & Ko OÜ,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
9770,Nisu 25,133000,98.3,2005,1,B,3,RE Kinnisvara AS,Põhja-Tallinn,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,1,0
9771,Randla tn 13,65000,32.3,1978,1,B,2,City Property OÜ,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
9786,Randla tn 30,58400,28.2,1976,0,B,1,Kunde Kinnisvara,Põhja-Tallinn,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
9855,Randla tn 30,66900,47.1,1976,0,C,2,Amalthea OÜ,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,0,0
9870,Kalju 10,168000,65.4,2011,1,B,3,"Kinnisvara Küla OÜ,Kinnisvara Küla OÜ",Põhja-Tallinn,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0
9895,Randla tn 23,83000,57.0,1978,0,B,3,Raid & Ko OÜ,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,0,0
9921,Angerja tn 6,59000,37.1,1962,0,B,1,"Marmel Kinnisvara OÜ,Marmel Kinnisvara OÜ",Põhja-Tallinn,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,/,0,0
9926,Tööstuse tn 91,58000,30.4,1962,1,B,1,Prisma Varahindajad OÜ,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4,0,0
9938,Kolde pst 76,90000,60.3,1966,0,B,4,Kinnisvarabüroo Uus Maa OÜ,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,0,0
9939,Kolde pst 76,90000,60.3,1966,0,B,3,Kinnisvarabüroo Uus Maa OÜ,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,0,0
9945,Madala tn 11,50000,27.7,1972,0,C,1,Falkenberg kinnisvara OÜ,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5,0,0
9947,Madala tn 22,70900,37.0,1993,0,B,2,RE/MAX,Põhja-Tallinn,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0
9950,Madala tn 16,127000,51.1,2018,0,A,2,Telefon 1: ,Põhja-Tallinn,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
9960,Õle tn 24,118000,95.4,1993,0,B,2,Karin Jätsa Englar Kinnisvarabüroo,Põhja-Tallinn,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
9965,Laevastiku tn 10,149000,89.9,1993,0,B,5,Dolopan Invest OÜ,Põhja-Tallinn,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,2,0,0
9969,Nisu tn 28,65000,40.0,1993,0,B,2,Diavona OÜ,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0
9987,Müüa korter 2,99000,31.2,1998,0,B,2,Telefon 1: ,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
9997,Sõle tn 60,155000,63.0,1993,1,B,3,Arcus Kinnisvara OÜ,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,7,0,0
10000,Maleva põik 6,75000,49.0,1997,0,B,2,Arcus Kinnisvara OÜ,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
10009,Tööstuse tn 64,129000,80.0,1953,0,B,4,Arcus Kinnisvara OÜ,Põhja-Tallinn,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
10011,Õle tn 37,87100,33.5,1934,0,B,2,Arcus Kinnisvara OÜ,Põhja-Tallinn,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
10012,Sõle tn 76,55750,38.6,1964,0,C,2,Arcus Kinnisvara OÜ,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,0,0
10048,Sõle tn 64,112999,102.4,1993,0,B,4,Prisma Varahindajad OÜ,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0,0
10061,Sõle tn 18,33000,16.5,1963,0,C,1,Dolopan Invest OÜ,Kristiine,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5,0,0
10063,Ristiku 87,28000,16.3,1956,0,B,1,Nord Property OÜ,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0
10077,Lõime tn 28,63500,37.6,1960,0,B,2,KM Kodu Kinnivara OÜ,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,0,0
10093,Noole tn 2,174900,74.8,1935,0,B,3,RE/MAX,Põhja-Tallinn,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
10096,Kopli tn 96,67980,37.8,1992,0,B,1,Prisma Varahindajad OÜ,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,0,0
10124,Puhangu tn 61,74900,44.0,1972,1,B,2,Telefon 1: ,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0
10138,Tööstuse 11,99900,135.4,1905,0,C,4,LVM Kinnisvara Tallinn,Põhja-Tallinn,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,/,0,0
10145,Lõime 28,63000,36.5,1960,0,B,2,Kinnisvaraekspert OÜ,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,0,0
10146,Mulla tn 2,186516,59.4,1927,0,B,2,Telefon 1: ,Põhja-Tallinn,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4,0,0
10186,Aarde tn 13,228000,65.2,1932,1,B,3,AHAUS Kinnisvara OÜ,Põhja-Tallinn,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,1,0
10187,Paavli 3,59900,46.8,1993,0,B,2,Skanton Kinnisvara OÜ,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0
10204,Madala 16,114142,57.9,2018,1,A,2,Kinnisvarabüroo Uus Maa OÜ,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5,0,0
10209,Rukki tn 2,58000,38.5,1993,0,B,2,Lossi Kinnisvara OÜ,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0
10217,Sõle tn 80,92000,55.4,1993,0,B,2,Nova Kinnisvara OÜ,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
10228,Rukki tn 2,77000,53.5,1993,0,C,3,Lossi Kinnisvara OÜ,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0
10237,Puhangu tn 53,89000,46.8,1972,1,B,3,Telefon 1: ,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,0,0
10244,Madala 16,83000,35.7,2018,0,A,1,Kinnisvarabüroo Uus Maa OÜ,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
10246,Sõle tn 62,29900,21.3,1962,0,B,2,Pindi Kinnisvara,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
10250,Pelguranna tn 45,79000,39.0,1955,0,B,2,Telefon 1: ,Põhja-Tallinn,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0
10268,Madala 11,79999,45.8,1972,0,B,2,Kinnisvarabüroo Uus Maa OÜ,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
10298,Ehte tn 2,179000,68.1,1979,1,B,3,Star KVB OÜ,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0
10304,Sõle tn 76,55750,38.6,1964,0,C,2,Artal Kinnisvara OÜ,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,0,0
10314,Aru tn 19,74200,43.5,1951,0,B,2,"Marmel Kinnisvara OÜ,Marmel Kinnisvara OÜ",Põhja-Tallinn,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0
10316,Erika tn 10,63000,47.0,1970,1,C,2,Eraarendus Grupp OÜ,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0,0
10320,Soo tn 5,53000,26.4,1993,0,B,1,OldeVara OÜ,Põhja-Tallinn,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0
10324,Puhangu tn 6,59999,39.5,1993,0,B,2,Artal Kinnisvara OÜ,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
10333,Erika tn 10,55500,47.0,1970,1,C,2,ParimKinnisvara,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0,0
10338,Madala tn 24,45500,27.0,1959,0,C,1,Telefon 1: ,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,0
10342,Tööstuse tn 85,69000,42.1,1962,1,B,2,Artal Kinnisvara OÜ,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5,0,0
10344,Sitsi 28,81000,57.0,1972,1,B,3,Arco Vara Kinnisvarabüroo AS | Tallinn,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,0,0
10360,Ristiku tn 17,119000,46.6,1927,0,B,2,City Property OÜ,Põhja-Tallinn,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0
10366,Puhangu tn 6,58900,39.5,1993,0,B,2,Aviso Kinnisvara OÜ,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
10372,Kopli tn 96,66998,54.1,1992,1,B,2,Prisma Varahindajad OÜ,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0,0
10374,Kanepi tn 3,120000,60.5,1993,0,B,3,Telefon 1: ,Põhja-Tallinn,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
10401,Kari tn 24,73500,30.3,2018,0,A,1,Lossi Kinnisvara OÜ,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
10412,Staapli tn 3,266000,98.4,2018,1,A,3,GloReal KINNISVARA,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,1,0
10414,Randla tn 23,116900,74.5,1978,0,B,4,Eco Advice OÜ,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0,0
10418,Maleva tn 2,47900,34.6,1993,0,B,1,Skanton Kinnisvara OÜ,Põhja-Tallinn,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,5,0,0
10428,Kaluri tn 6,74900,55.2,1970,1,B,3,Skanton Kinnisvara OÜ,Põhja-Tallinn,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
10441,Õle tn 30,48000,22.0,1907,0,B,1,ParimKinnisvara,Põhja-Tallinn,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
10452,Tööstuse tn 33,90000,50.4,1930,0,C,3,RE/MAX,Põhja-Tallinn,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0
46,L. Koidula tn 7,165000,94.0,1913,0,C,4,Prisma Varahindajad OÜ,Kadriorg,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0
53,Lasnamäe tn 40,71000,39.1,1993,0,B,2,Sinitta AS,Kesklinn,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0,0
130,Joa tn 9,224000,78.9,2018,1,A,3,Ober-Hausi Kinnisvara AS,Kadriorg,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
132,Joa tn 9,217000,73.7,2018,1,A,3,Ober-Hausi Kinnisvara AS,Kadriorg,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0
227,J.Poska 38,229000,111.0,1913,0,B,3,"Kinnisvarabüroo Uus Maa OÜ,Kinnisvarabüroo Uus Maa OÜ",Kadriorg,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
479,Liivaoja 1,126000,58.3,2006,0,A,2,Domus Kinnisvara Vahendus OÜ,Kadriorg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
497,Vase tn 11,133000,64.2,1972,1,C,3,OJ Lahendused OÜ,Kadriorg,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5,0,0
529,Fr.R.Faehlmanni 41,179000,79.5,2013,0,B,2,Kinnisvarabüroo Uus Maa OÜ,Kadriorg,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
544,Vase tn 4,95000,34.0,1993,0,B,2,Arcus Kinnisvara OÜ,Kadriorg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
554,Liivaoja tn 1,239000,96.0,2006,0,B,4,Arcus Kinnisvara OÜ,Kadriorg,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,0,0
662,Raua tn 65,138000,42.6,2017,0,A,2,Larsen Kinnisvara OÜ,Kadriorg,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0
682,Raua tn 63,62000,27.3,2017,0,A,2,Larsen Kinnisvara OÜ,Kadriorg,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
699,Raua tn 63,138000,46.5,2017,0,A,2,Larsen Kinnisvara OÜ,Kadriorg,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0
702,Raua tn 63,318000,106.3,2017,1,A,4,Larsen Kinnisvara OÜ,Kadriorg,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,1,0
703,Raua tn 63,256000,88.7,2017,0,A,3,Larsen Kinnisvara OÜ,Kadriorg,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,1,0
745,F. J. Wiedemanni tn 4,215000,86.9,2004,1,C,3,Villa Junghans OÜ,Kadriorg,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0
747,F. J. Wiedemanni tn 4,215000,86.9,2004,1,B,3,Villa Junghans OÜ,Kadriorg,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0
808,Narva mnt 122,325000,131.6,2015,1,B,4,City Property OÜ,Kesklinn,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
810,Kuristiku tn 1,325000,131.6,2015,1,A,4,City Property OÜ,Kadriorg,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
901,Tina tn 21,144900,58.0,2006,1,B,2,Laane Kinnisvara OÜ,Kadriorg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7,0,0
912,Raua 10,237000,85.1,2013,0,A,3,Skanton Kinnisvara OÜ,Kadriorg,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1,0
917,R. Tobiase 3,249900,80.6,2018,0,A,3,Endover KVB OÜ,Kadriorg,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,4,0,0
1140,R. Tobiase 3,199900,71.3,2018,0,A,3,Endover KVB OÜ,Kadriorg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0
1143,R. Tobiase 3,169900,59.6,2018,0,A,3,"Endover KVB OÜ,Endover KVB OÜ",Kadriorg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0
1173,J. Kunderi tn 33,238500,94.7,2018,0,A,4,CREO OÜ,Kesklinn,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0
1174,J. Kunderi tn 33,325000,119.3,2018,0,A,4,CREO OÜ,Kesklinn,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0
1247,Nafta tn 6,179000,104.4,1966,0,B,2,1Estate Group OÜ,Kadriorg,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
1379,F. R. Kreutzwaldi tn 13,122000,40.9,1927,0,C,2,Delux Kinnisvara OÜ,Kadriorg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0
1502,Valge tn 8,115000,59.8,1956,0,B,2,Bestrealtor OÜ,Kadriorg,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1579,Tina 3,129000,43.3,1993,0,B,2,Kinnisvarabüroo Uus Maa OÜ,Kadriorg,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0
1581,Joa 3,325000,130.0,2007,0,C,4,"Kinnisvarabüroo Uus Maa OÜ,Kinnisvarabüroo Uus Maa OÜ",Kadriorg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0
1588,Valge tn 18,143000,62.1,2004,1,B,2,Telefon 1: ,Kadriorg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0
1689,J. Poska 13,595000,200.0,2012,1,A,7,Kinnisvarabüroo Uus Maa OÜ,Kadriorg,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0
1710,Raua tn 32,270000,105.7,2002,1,B,3,Ruutmeetrid Kinnisvara OÜ,Kadriorg,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,0
1895,Joa tn 3,185000,92.2,2007,1,B,3,Lossi Kinnisvara OÜ,Kadriorg,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0
2042,Pirita tee 26,226000,90.5,2017,0,A,4,Kinnisvarabüroo Uus Maa OÜ,Kadriorg,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
2047,Pirita tee 26,188000,66.9,2017,1,A,3,Kinnisvarabüroo Uus Maa OÜ,Kadriorg,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2098,Nafta tn 6,40000,16.8,1966,0,B,1,Telefon 1: ,Kadriorg,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
2201,Tina tn 1,375000,128.0,2013,0,A,4,Kinnisvarabüroo Uus Maa OÜ,Kadriorg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,0
2240,Laulupeo tn 6,245000,89.9,1911,0,B,3,Telefon 1: ,Kadriorg,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
2247,Liivaoja tn 1,225000,75.5,2005,0,B,3,Dream Stay OÜ,Kadriorg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0
2444,F. R. Faehlmanni tn 15,236000,100.2,1936,0,B,3,Homex Group OÜ,Kadriorg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,0,0
2610,K. Raua tn 55,199000,140.2,1993,0,B,2,Atrium Kinnisvara,Kadriorg,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,7,0,0
2613,K. Raua tn 55,199000,61.8,1993,0,B,2,Atrium Kinnisvara,Kadriorg,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,7,0,0
2679,J. Poska tn 13,230000,81.2,2012,0,B,3,Pindi Kinnisvara,Kadriorg,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2723,Raua 10,237000,85.1,2013,0,A,3,Skanton Kinnisvara OÜ,Kadriorg,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1,0
2730,Narva mnt 128,142000,73.5,2004,0,A,3,CKE Kinnisvara OÜ,Kadriorg,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0
2824,Joa tn 9,199000,73.7,2018,1,A,3,Ober-Hausi Kinnisvara AS,Kadriorg,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
2914,A. Weizenbergi tn 20,280000,92.4,1930,0,B,3,Telefon 1: ,Kadriorg,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,0,0
2927,Vilmsi 12,153900,58.4,1993,0,B,3,LVM Kinnisvara Tallinn,Kadriorg,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
2930,Hõbeda tn 7,160000,80.3,1971,1,B,3,Telefon 1: ,Kadriorg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0
2968,Kreutzwaldi 29,179000,63.3,2017,1,A,2,Domus Kinnisvara Vahendus OÜ,Kadriorg,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0
3029,Kiikri tn 2,269000,94.3,2018,0,A,3,Metro Capital OÜ,Kadriorg,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0
3033,Kiikri tn 2,289000,103.4,2018,0,A,4,Metro Capital OÜ,Kadriorg,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
3056,F.J.Wiedemanni tn 3,369000,144.9,1929,1,B,4,LAAM Kinnisvara OÜ,Kadriorg,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0
3062,F. J. Wiedemanni tn 6,152292,60.9,1937,0,C,3,1Partner Kinnisvara,Kadriorg,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0
3304,R. Tobiase 3,425500,116.4,2018,0,A,4,Endover KVB OÜ,Kadriorg,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5,0,0
3320,Liivaoja tn 2,129000,62.0,2007,1,A,2,KVkapital OÜ,Kesklinn,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
3332,A. Weizenbergi tn 2,174900,55.4,1947,0,B,3,City Property OÜ,Kadriorg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0
3338,R. Tobiase tn 11,205000,86.4,2019,0,A,3,Astlanda Ehitus OÜ,Kadriorg,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
3341,R. Tobiase tn 11,158000,54.6,2019,1,A,2,Astlanda Ehitus OÜ,Kadriorg,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0
3342,R. Tobiase tn 11,153000,63.8,2019,1,A,2,Astlanda Ehitus OÜ,Kadriorg,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0
3343,R. Tobiase tn 11,188000,73.2,2019,1,A,3,Astlanda Ehitus OÜ,Kadriorg,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0
3344,R. Tobiase tn 11,265000,104.8,2019,1,A,4,Astlanda Ehitus OÜ,Kadriorg,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0
3345,R. Tobiase tn 11,255000,84.4,2019,1,A,3,Astlanda Ehitus OÜ,Kadriorg,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5,0,0
3346,R. Tobiase tn 11,139000,54.7,2019,0,A,2,Astlanda Ehitus OÜ,Kadriorg,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
